year,yearRange,make,model,floorplan,field,currentValue
2027,,holiday rambler,incline,27U,hitchLbs,
2027,,holiday rambler,incline,27U,fuelCapacityGal,
2027,,holiday rambler,incline,27U,freshWater,
2027,,holiday rambler,incline,27U,grayWater,
2027,,holiday rambler,incline,27U,blackWater,
2027,,holiday rambler,incline,27U,propaneLbs,
2027,,holiday rambler,incline,27U,propaneGal,
2027,,holiday rambler,incline,27U,waterHeaterGal,
2027,,holiday rambler,incline,27U,cargoLbs,
2027,,holiday rambler,incline,27U,garageLengthFt,
2027,,holiday rambler,incline,27U,garageWidthFt,
2027,,holiday rambler,incline,27U,garageHeightIn,
2027,,holiday rambler,incline,27U,garageCapacityLbs,
2027,,holiday rambler,incline,27U,rampPatioLbs,
2027,,holiday rambler,incline,27U,fuelStationGal,
2027,,holiday rambler,incline,27U,axles,
2027,,holiday rambler,incline,27U,tireSize,
2027,,holiday rambler,incline,27U,slideouts,
2027,,holiday rambler,incline,29H,uvwLbs,
2027,,holiday rambler,incline,29H,length,
2027,,holiday rambler,incline,29H,exteriorHeightIn,
2027,,holiday rambler,incline,29H,exteriorWidthIn,
2027,,holiday rambler,incline,29H,interiorHeightIn,
2027,,holiday rambler,incline,29H,sleeps,
2027,,holiday rambler,incline,29H,dryWeightLbs,
2027,,holiday rambler,incline,29H,hitchLbs,
2027,,holiday rambler,incline,29H,fuelCapacityGal,
2027,,holiday rambler,incline,29H,freshWater,
2027,,holiday rambler,incline,29H,grayWater,
2027,,holiday rambler,incline,29H,blackWater,
2027,,holiday rambler,incline,29H,propaneLbs,
2027,,holiday rambler,incline,29H,propaneGal,
2027,,holiday rambler,incline,29H,waterHeaterGal,
2027,,holiday rambler,incline,29H,cargoLbs,
2027,,holiday rambler,incline,29H,garageLengthFt,
2027,,holiday rambler,incline,29H,garageWidthFt,
2027,,holiday rambler,incline,29H,garageHeightIn,
2027,,holiday rambler,incline,29H,garageCapacityLbs,
2027,,holiday rambler,incline,29H,rampPatioLbs,
2027,,holiday rambler,incline,29H,fuelStationGal,
2027,,holiday rambler,incline,29H,axles,
2027,,holiday rambler,incline,29H,tireSize,
2027,,holiday rambler,incline,29H,slideouts,
2027,,holiday rambler,incline,31W,uvwLbs,
2027,,holiday rambler,incline,31W,length,
2027,,holiday rambler,incline,31W,exteriorHeightIn,
2027,,holiday rambler,incline,31W,exteriorWidthIn,
2027,,holiday rambler,incline,31W,interiorHeightIn,
2027,,holiday rambler,incline,31W,sleeps,
2027,,holiday rambler,incline,31W,dryWeightLbs,
2027,,holiday rambler,incline,31W,hitchLbs,
2027,,holiday rambler,incline,31W,fuelCapacityGal,
2027,,holiday rambler,incline,31W,freshWater,
2027,,holiday rambler,incline,31W,grayWater,
2027,,holiday rambler,incline,31W,blackWater,
2027,,holiday rambler,incline,31W,propaneLbs,
2027,,holiday rambler,incline,31W,propaneGal,
2027,,holiday rambler,incline,31W,waterHeaterGal,
2027,,holiday rambler,incline,31W,cargoLbs,
2027,,holiday rambler,incline,31W,garageLengthFt,
2027,,holiday rambler,incline,31W,garageWidthFt,
2027,,holiday rambler,incline,31W,garageHeightIn,
2027,,holiday rambler,incline,31W,garageCapacityLbs,
2027,,holiday rambler,incline,31W,rampPatioLbs,
2027,,holiday rambler,incline,31W,fuelStationGal,
2027,,holiday rambler,incline,31W,axles,
2027,,holiday rambler,incline,31W,tireSize,
2027,,holiday rambler,incline,31W,slideouts,
,2025-2026,jayco,alante se,27ASE,uvwLbs,
,2025-2026,jayco,alante se,27ASE,length,
,2025-2026,jayco,alante se,27ASE,exteriorHeightIn,
,2025-2026,jayco,alante se,27ASE,exteriorWidthIn,
,2025-2026,jayco,alante se,27ASE,interiorHeightIn,
,2025-2026,jayco,alante se,27ASE,sleeps,
,2025-2026,jayco,alante se,27ASE,dryWeightLbs,
,2025-2026,jayco,alante se,27ASE,hitchLbs,
,2025-2026,jayco,alante se,27ASE,fuelCapacityGal,
,2025-2026,jayco,alante se,27ASE,freshWater,
,2025-2026,jayco,alante se,27ASE,grayWater,
,2025-2026,jayco,alante se,27ASE,blackWater,
,2025-2026,jayco,alante se,27ASE,propaneLbs,
,2025-2026,jayco,alante se,27ASE,propaneGal,
,2025-2026,jayco,alante se,27ASE,waterHeaterGal,
,2025-2026,jayco,alante se,27ASE,cargoLbs,
,2025-2026,jayco,alante se,27ASE,garageLengthFt,
,2025-2026,jayco,alante se,27ASE,garageWidthFt,
,2025-2026,jayco,alante se,27ASE,garageHeightIn,
,2025-2026,jayco,alante se,27ASE,garageCapacityLbs,
,2025-2026,jayco,alante se,27ASE,rampPatioLbs,
,2025-2026,jayco,alante se,27ASE,fuelStationGal,
,2025-2026,jayco,alante se,27ASE,axles,
,2025-2026,jayco,alante se,27ASE,tireSize,
,2025-2026,jayco,alante se,27ASE,slideouts,
,2025-2026,jayco,alante,27A,uvwLbs,
,2025-2026,jayco,alante,27A,length,
,2025-2026,jayco,alante,27A,exteriorHeightIn,
,2025-2026,jayco,alante,27A,exteriorWidthIn,
,2025-2026,jayco,alante,27A,interiorHeightIn,
,2025-2026,jayco,alante,27A,sleeps,
,2025-2026,jayco,alante,27A,dryWeightLbs,
,2025-2026,jayco,alante,27A,hitchLbs,
,2025-2026,jayco,alante,27A,fuelCapacityGal,
,2025-2026,jayco,alante,27A,freshWater,
,2025-2026,jayco,alante,27A,grayWater,
,2025-2026,jayco,alante,27A,blackWater,
,2025-2026,jayco,alante,27A,propaneLbs,
,2025-2026,jayco,alante,27A,propaneGal,
,2025-2026,jayco,alante,27A,waterHeaterGal,
,2025-2026,jayco,alante,27A,cargoLbs,
,2025-2026,jayco,alante,27A,garageLengthFt,
,2025-2026,jayco,alante,27A,garageWidthFt,
,2025-2026,jayco,alante,27A,garageHeightIn,
,2025-2026,jayco,alante,27A,garageCapacityLbs,
,2025-2026,jayco,alante,27A,rampPatioLbs,
,2025-2026,jayco,alante,27A,fuelStationGal,
,2025-2026,jayco,alante,27A,axles,
,2025-2026,jayco,alante,27A,tireSize,
,2025-2026,jayco,alante,27A,slideouts,
,2025-2026,jayco,alante,29F,uvwLbs,
,2025-2026,jayco,alante,29F,length,
,2025-2026,jayco,alante,29F,exteriorHeightIn,
,2025-2026,jayco,alante,29F,exteriorWidthIn,
,2025-2026,jayco,alante,29F,interiorHeightIn,
,2025-2026,jayco,alante,29F,sleeps,
,2025-2026,jayco,alante,29F,dryWeightLbs,
,2025-2026,jayco,alante,29F,hitchLbs,
,2025-2026,jayco,alante,29F,fuelCapacityGal,
,2025-2026,jayco,alante,29F,freshWater,
,2025-2026,jayco,alante,29F,grayWater,
,2025-2026,jayco,alante,29F,blackWater,
,2025-2026,jayco,alante,29F,propaneLbs,
,2025-2026,jayco,alante,29F,propaneGal,
,2025-2026,jayco,alante,29F,waterHeaterGal,
,2025-2026,jayco,alante,29F,cargoLbs,
,2025-2026,jayco,alante,29F,garageLengthFt,
,2025-2026,jayco,alante,29F,garageWidthFt,
,2025-2026,jayco,alante,29F,garageHeightIn,
,2025-2026,jayco,alante,29F,garageCapacityLbs,
,2025-2026,jayco,alante,29F,rampPatioLbs,
,2025-2026,jayco,alante,29F,fuelStationGal,
,2025-2026,jayco,alante,29F,axles,
,2025-2026,jayco,alante,29F,tireSize,
,2025-2026,jayco,alante,29F,slideouts,
,2025-2026,jayco,alante,29S,uvwLbs,
,2025-2026,jayco,alante,29S,length,
,2025-2026,jayco,alante,29S,exteriorHeightIn,
,2025-2026,jayco,alante,29S,exteriorWidthIn,
,2025-2026,jayco,alante,29S,interiorHeightIn,
,2025-2026,jayco,alante,29S,sleeps,
,2025-2026,jayco,alante,29S,dryWeightLbs,
,2025-2026,jayco,alante,29S,hitchLbs,
,2025-2026,jayco,alante,29S,fuelCapacityGal,
,2025-2026,jayco,alante,29S,freshWater,
,2025-2026,jayco,alante,29S,grayWater,
,2025-2026,jayco,alante,29S,blackWater,
,2025-2026,jayco,alante,29S,propaneLbs,
,2025-2026,jayco,alante,29S,propaneGal,
,2025-2026,jayco,alante,29S,waterHeaterGal,
,2025-2026,jayco,alante,29S,cargoLbs,
,2025-2026,jayco,alante,29S,garageLengthFt,
,2025-2026,jayco,alante,29S,garageWidthFt,
,2025-2026,jayco,alante,29S,garageHeightIn,
,2025-2026,jayco,alante,29S,garageCapacityLbs,
,2025-2026,jayco,alante,29S,rampPatioLbs,
,2025-2026,jayco,alante,29S,fuelStationGal,
,2025-2026,jayco,alante,29S,axles,
,2025-2026,jayco,alante,29S,tireSize,
,2025-2026,jayco,alante,29S,slideouts,
,2020-2026,jayco,eagle,29.5BHDS,sleeps,
,2020-2026,jayco,eagle,29.5BHDS,dryWeightLbs,
,2020-2026,jayco,eagle,29.5BHDS,fuelCapacityGal,
,2020-2026,jayco,eagle,29.5BHDS,propaneGal,
,2020-2026,jayco,eagle,29.5BHDS,waterHeaterGal,
,2020-2026,jayco,eagle,29.5BHDS,cargoLbs,
,2020-2026,jayco,eagle,29.5BHDS,garageLengthFt,
,2020-2026,jayco,eagle,29.5BHDS,garageWidthFt,
,2020-2026,jayco,eagle,29.5BHDS,garageHeightIn,
,2020-2026,jayco,eagle,29.5BHDS,garageCapacityLbs,
,2020-2026,jayco,eagle,29.5BHDS,rampPatioLbs,
,2020-2026,jayco,eagle,29.5BHDS,fuelStationGal,
,2020-2026,jayco,eagle,29.5BHDS,axles,
,2020-2026,jayco,eagle,29.5BHDS,tireSize,
,2020-2026,jayco,eagle,29.5BHDS,slideouts,
2026,,jayco,granite ridge,22T,uvwLbs,
2026,,jayco,granite ridge,22T,length,
2026,,jayco,granite ridge,22T,exteriorHeightIn,
2026,,jayco,granite ridge,22T,exteriorWidthIn,
2026,,jayco,granite ridge,22T,interiorHeightIn,
2026,,jayco,granite ridge,22T,sleeps,
2026,,jayco,granite ridge,22T,dryWeightLbs,
2026,,jayco,granite ridge,22T,hitchLbs,
2026,,jayco,granite ridge,22T,fuelCapacityGal,
2026,,jayco,granite ridge,22T,freshWater,
2026,,jayco,granite ridge,22T,grayWater,
2026,,jayco,granite ridge,22T,blackWater,
2026,,jayco,granite ridge,22T,propaneLbs,
2026,,jayco,granite ridge,22T,propaneGal,
2026,,jayco,granite ridge,22T,waterHeaterGal,
2026,,jayco,granite ridge,22T,cargoLbs,
2026,,jayco,granite ridge,22T,garageLengthFt,
2026,,jayco,granite ridge,22T,garageWidthFt,
2026,,jayco,granite ridge,22T,garageHeightIn,
2026,,jayco,granite ridge,22T,garageCapacityLbs,
2026,,jayco,granite ridge,22T,rampPatioLbs,
2026,,jayco,granite ridge,22T,fuelStationGal,
2026,,jayco,granite ridge,22T,axles,
2026,,jayco,granite ridge,22T,tireSize,
2026,,jayco,granite ridge,22T,slideouts,
2026,,jayco,granite ridge,23S,uvwLbs,
2026,,jayco,granite ridge,23S,length,
2026,,jayco,granite ridge,23S,exteriorHeightIn,
2026,,jayco,granite ridge,23S,exteriorWidthIn,
2026,,jayco,granite ridge,23S,interiorHeightIn,
2026,,jayco,granite ridge,23S,sleeps,
2026,,jayco,granite ridge,23S,dryWeightLbs,
2026,,jayco,granite ridge,23S,hitchLbs,
2026,,jayco,granite ridge,23S,fuelCapacityGal,
2026,,jayco,granite ridge,23S,freshWater,
2026,,jayco,granite ridge,23S,grayWater,
2026,,jayco,granite ridge,23S,blackWater,
2026,,jayco,granite ridge,23S,propaneLbs,
2026,,jayco,granite ridge,23S,propaneGal,
2026,,jayco,granite ridge,23S,waterHeaterGal,
2026,,jayco,granite ridge,23S,cargoLbs,
2026,,jayco,granite ridge,23S,garageLengthFt,
2026,,jayco,granite ridge,23S,garageWidthFt,
2026,,jayco,granite ridge,23S,garageHeightIn,
2026,,jayco,granite ridge,23S,garageCapacityLbs,
2026,,jayco,granite ridge,23S,rampPatioLbs,
2026,,jayco,granite ridge,23S,fuelStationGal,
2026,,jayco,granite ridge,23S,axles,
2026,,jayco,granite ridge,23S,tireSize,
2026,,jayco,granite ridge,23S,slideouts,
,2025-2027,jayco,greyhawk,27U,uvwLbs,
,2025-2027,jayco,greyhawk,27U,length,
,2025-2027,jayco,greyhawk,27U,exteriorHeightIn,
,2025-2027,jayco,greyhawk,27U,exteriorWidthIn,
,2025-2027,jayco,greyhawk,27U,interiorHeightIn,
,2025-2027,jayco,greyhawk,27U,sleeps,
,2025-2027,jayco,greyhawk,27U,dryWeightLbs,
,2025-2027,jayco,greyhawk,27U,hitchLbs,
,2025-2027,jayco,greyhawk,27U,fuelCapacityGal,
,2025-2027,jayco,greyhawk,27U,freshWater,
,2025-2027,jayco,greyhawk,27U,grayWater,
,2025-2027,jayco,greyhawk,27U,blackWater,
,2025-2027,jayco,greyhawk,27U,propaneLbs,
,2025-2027,jayco,greyhawk,27U,propaneGal,
,2025-2027,jayco,greyhawk,27U,waterHeaterGal,
,2025-2027,jayco,greyhawk,27U,cargoLbs,
,2025-2027,jayco,greyhawk,27U,garageLengthFt,
,2025-2027,jayco,greyhawk,27U,garageWidthFt,
,2025-2027,jayco,greyhawk,27U,garageHeightIn,
,2025-2027,jayco,greyhawk,27U,garageCapacityLbs,
,2025-2027,jayco,greyhawk,27U,rampPatioLbs,
,2025-2027,jayco,greyhawk,27U,fuelStationGal,
,2025-2027,jayco,greyhawk,27U,axles,
,2025-2027,jayco,greyhawk,27U,tireSize,
,2025-2027,jayco,greyhawk,27U,slideouts,
,2025-2027,jayco,greyhawk,29MV,uvwLbs,
,2025-2027,jayco,greyhawk,29MV,length,
,2025-2027,jayco,greyhawk,29MV,exteriorHeightIn,
,2025-2027,jayco,greyhawk,29MV,exteriorWidthIn,
,2025-2027,jayco,greyhawk,29MV,interiorHeightIn,
,2025-2027,jayco,greyhawk,29MV,sleeps,
,2025-2027,jayco,greyhawk,29MV,dryWeightLbs,
,2025-2027,jayco,greyhawk,29MV,hitchLbs,
,2025-2027,jayco,greyhawk,29MV,fuelCapacityGal,
,2025-2027,jayco,greyhawk,29MV,freshWater,
,2025-2027,jayco,greyhawk,29MV,grayWater,
,2025-2027,jayco,greyhawk,29MV,blackWater,
,2025-2027,jayco,greyhawk,29MV,propaneLbs,
,2025-2027,jayco,greyhawk,29MV,propaneGal,
,2025-2027,jayco,greyhawk,29MV,waterHeaterGal,
,2025-2027,jayco,greyhawk,29MV,cargoLbs,
,2025-2027,jayco,greyhawk,29MV,garageLengthFt,
,2025-2027,jayco,greyhawk,29MV,garageWidthFt,
,2025-2027,jayco,greyhawk,29MV,garageHeightIn,
,2025-2027,jayco,greyhawk,29MV,garageCapacityLbs,
,2025-2027,jayco,greyhawk,29MV,rampPatioLbs,
,2025-2027,jayco,greyhawk,29MV,fuelStationGal,
,2025-2027,jayco,greyhawk,29MV,axles,
,2025-2027,jayco,greyhawk,29MV,tireSize,
,2025-2027,jayco,greyhawk,29MV,slideouts,
,2025-2027,jayco,greyhawk,30Z,uvwLbs,
,2025-2027,jayco,greyhawk,30Z,length,
,2025-2027,jayco,greyhawk,30Z,exteriorHeightIn,
,2025-2027,jayco,greyhawk,30Z,exteriorWidthIn,
,2025-2027,jayco,greyhawk,30Z,interiorHeightIn,
,2025-2027,jayco,greyhawk,30Z,sleeps,
,2025-2027,jayco,greyhawk,30Z,dryWeightLbs,
,2025-2027,jayco,greyhawk,30Z,hitchLbs,
,2025-2027,jayco,greyhawk,30Z,fuelCapacityGal,
,2025-2027,jayco,greyhawk,30Z,freshWater,
,2025-2027,jayco,greyhawk,30Z,grayWater,
,2025-2027,jayco,greyhawk,30Z,blackWater,
,2025-2027,jayco,greyhawk,30Z,propaneLbs,
,2025-2027,jayco,greyhawk,30Z,propaneGal,
,2025-2027,jayco,greyhawk,30Z,waterHeaterGal,
,2025-2027,jayco,greyhawk,30Z,cargoLbs,
,2025-2027,jayco,greyhawk,30Z,garageLengthFt,
,2025-2027,jayco,greyhawk,30Z,garageWidthFt,
,2025-2027,jayco,greyhawk,30Z,garageHeightIn,
,2025-2027,jayco,greyhawk,30Z,garageCapacityLbs,
,2025-2027,jayco,greyhawk,30Z,rampPatioLbs,
,2025-2027,jayco,greyhawk,30Z,fuelStationGal,
,2025-2027,jayco,greyhawk,30Z,axles,
,2025-2027,jayco,greyhawk,30Z,tireSize,
,2025-2027,jayco,greyhawk,30Z,slideouts,
,2025-2027,jayco,greyhawk,31F,uvwLbs,
,2025-2027,jayco,greyhawk,31F,length,
,2025-2027,jayco,greyhawk,31F,exteriorHeightIn,
,2025-2027,jayco,greyhawk,31F,exteriorWidthIn,
,2025-2027,jayco,greyhawk,31F,interiorHeightIn,
,2025-2027,jayco,greyhawk,31F,sleeps,
,2025-2027,jayco,greyhawk,31F,dryWeightLbs,
,2025-2027,jayco,greyhawk,31F,hitchLbs,
,2025-2027,jayco,greyhawk,31F,fuelCapacityGal,
,2025-2027,jayco,greyhawk,31F,freshWater,
,2025-2027,jayco,greyhawk,31F,grayWater,
,2025-2027,jayco,greyhawk,31F,blackWater,
,2025-2027,jayco,greyhawk,31F,propaneLbs,
,2025-2027,jayco,greyhawk,31F,propaneGal,
,2025-2027,jayco,greyhawk,31F,waterHeaterGal,
,2025-2027,jayco,greyhawk,31F,cargoLbs,
,2025-2027,jayco,greyhawk,31F,garageLengthFt,
,2025-2027,jayco,greyhawk,31F,garageWidthFt,
,2025-2027,jayco,greyhawk,31F,garageHeightIn,
,2025-2027,jayco,greyhawk,31F,garageCapacityLbs,
,2025-2027,jayco,greyhawk,31F,rampPatioLbs,
,2025-2027,jayco,greyhawk,31F,fuelStationGal,
,2025-2027,jayco,greyhawk,31F,axles,
,2025-2027,jayco,greyhawk,31F,tireSize,
,2025-2027,jayco,greyhawk,31F,slideouts,
,2020-2026,jayco,jay feather,22RB,sleeps,
,2020-2026,jayco,jay feather,22RB,dryWeightLbs,
,2020-2026,jayco,jay feather,22RB,fuelCapacityGal,
,2020-2026,jayco,jay feather,22RB,propaneGal,
,2020-2026,jayco,jay feather,22RB,waterHeaterGal,
,2020-2026,jayco,jay feather,22RB,cargoLbs,
,2020-2026,jayco,jay feather,22RB,garageLengthFt,
,2020-2026,jayco,jay feather,22RB,garageWidthFt,
,2020-2026,jayco,jay feather,22RB,garageHeightIn,
,2020-2026,jayco,jay feather,22RB,garageCapacityLbs,
,2020-2026,jayco,jay feather,22RB,rampPatioLbs,
,2020-2026,jayco,jay feather,22RB,fuelStationGal,
,2020-2026,jayco,jay feather,22RB,axles,
,2020-2026,jayco,jay feather,22RB,tireSize,
,2020-2026,jayco,jay feather,22RB,slideouts,
2011,,jayco,jay flight g2,25RKS,exteriorWidthIn,
2011,,jayco,jay flight g2,25RKS,sleeps,
2011,,jayco,jay flight g2,25RKS,dryWeightLbs,
2011,,jayco,jay flight g2,25RKS,fuelCapacityGal,
2011,,jayco,jay flight g2,25RKS,propaneGal,
2011,,jayco,jay flight g2,25RKS,waterHeaterGal,
2011,,jayco,jay flight g2,25RKS,cargoLbs,
2011,,jayco,jay flight g2,25RKS,garageLengthFt,
2011,,jayco,jay flight g2,25RKS,garageWidthFt,
2011,,jayco,jay flight g2,25RKS,garageHeightIn,
2011,,jayco,jay flight g2,25RKS,garageCapacityLbs,
2011,,jayco,jay flight g2,25RKS,rampPatioLbs,
2011,,jayco,jay flight g2,25RKS,fuelStationGal,
2011,,jayco,jay flight g2,25RKS,axles,
2011,,jayco,jay flight g2,25RKS,tireSize,
2011,,jayco,jay flight g2,25RKS,slideouts,
2011,,jayco,jay flight g2,29RLS,exteriorWidthIn,
2011,,jayco,jay flight g2,29RLS,dryWeightLbs,
2011,,jayco,jay flight g2,29RLS,fuelCapacityGal,
2011,,jayco,jay flight g2,29RLS,propaneGal,
2011,,jayco,jay flight g2,29RLS,cargoLbs,
2011,,jayco,jay flight g2,29RLS,garageLengthFt,
2011,,jayco,jay flight g2,29RLS,garageWidthFt,
2011,,jayco,jay flight g2,29RLS,garageHeightIn,
2011,,jayco,jay flight g2,29RLS,garageCapacityLbs,
2011,,jayco,jay flight g2,29RLS,rampPatioLbs,
2011,,jayco,jay flight g2,29RLS,fuelStationGal,
2011,,jayco,jay flight g2,29RLS,axles,
2011,,jayco,jay flight g2,29RLS,tireSize,
,2025-2026,jayco,melbourne,24L,uvwLbs,
,2025-2026,jayco,melbourne,24L,length,
,2025-2026,jayco,melbourne,24L,exteriorHeightIn,
,2025-2026,jayco,melbourne,24L,exteriorWidthIn,
,2025-2026,jayco,melbourne,24L,interiorHeightIn,
,2025-2026,jayco,melbourne,24L,sleeps,
,2025-2026,jayco,melbourne,24L,dryWeightLbs,
,2025-2026,jayco,melbourne,24L,hitchLbs,
,2025-2026,jayco,melbourne,24L,fuelCapacityGal,
,2025-2026,jayco,melbourne,24L,freshWater,
,2025-2026,jayco,melbourne,24L,grayWater,
,2025-2026,jayco,melbourne,24L,blackWater,
,2025-2026,jayco,melbourne,24L,propaneLbs,
,2025-2026,jayco,melbourne,24L,propaneGal,
,2025-2026,jayco,melbourne,24L,waterHeaterGal,
,2025-2026,jayco,melbourne,24L,cargoLbs,
,2025-2026,jayco,melbourne,24L,garageLengthFt,
,2025-2026,jayco,melbourne,24L,garageWidthFt,
,2025-2026,jayco,melbourne,24L,garageHeightIn,
,2025-2026,jayco,melbourne,24L,garageCapacityLbs,
,2025-2026,jayco,melbourne,24L,rampPatioLbs,
,2025-2026,jayco,melbourne,24L,fuelStationGal,
,2025-2026,jayco,melbourne,24L,axles,
,2025-2026,jayco,melbourne,24L,tireSize,
,2025-2026,jayco,melbourne,24L,slideouts,
,2025-2026,jayco,melbourne,24R,uvwLbs,
,2025-2026,jayco,melbourne,24R,length,
,2025-2026,jayco,melbourne,24R,exteriorHeightIn,
,2025-2026,jayco,melbourne,24R,exteriorWidthIn,
,2025-2026,jayco,melbourne,24R,interiorHeightIn,
,2025-2026,jayco,melbourne,24R,sleeps,
,2025-2026,jayco,melbourne,24R,dryWeightLbs,
,2025-2026,jayco,melbourne,24R,hitchLbs,
,2025-2026,jayco,melbourne,24R,fuelCapacityGal,
,2025-2026,jayco,melbourne,24R,freshWater,
,2025-2026,jayco,melbourne,24R,grayWater,
,2025-2026,jayco,melbourne,24R,blackWater,
,2025-2026,jayco,melbourne,24R,propaneLbs,
,2025-2026,jayco,melbourne,24R,propaneGal,
,2025-2026,jayco,melbourne,24R,waterHeaterGal,
,2025-2026,jayco,melbourne,24R,cargoLbs,
,2025-2026,jayco,melbourne,24R,garageLengthFt,
,2025-2026,jayco,melbourne,24R,garageWidthFt,
,2025-2026,jayco,melbourne,24R,garageHeightIn,
,2025-2026,jayco,melbourne,24R,garageCapacityLbs,
,2025-2026,jayco,melbourne,24R,rampPatioLbs,
,2025-2026,jayco,melbourne,24R,fuelStationGal,
,2025-2026,jayco,melbourne,24R,axles,
,2025-2026,jayco,melbourne,24R,tireSize,
,2025-2026,jayco,melbourne,24R,slideouts,
,2018-2027,jayco,precept,31UL,uvwLbs,
,2018-2027,jayco,precept,31UL,length,
,2018-2027,jayco,precept,31UL,exteriorHeightIn,
,2018-2027,jayco,precept,31UL,exteriorWidthIn,
,2018-2027,jayco,precept,31UL,interiorHeightIn,
,2018-2027,jayco,precept,31UL,sleeps,
,2018-2027,jayco,precept,31UL,dryWeightLbs,
,2018-2027,jayco,precept,31UL,hitchLbs,
,2018-2027,jayco,precept,31UL,fuelCapacityGal,
,2018-2027,jayco,precept,31UL,freshWater,
,2018-2027,jayco,precept,31UL,grayWater,
,2018-2027,jayco,precept,31UL,blackWater,
,2018-2027,jayco,precept,31UL,propaneLbs,
,2018-2027,jayco,precept,31UL,propaneGal,
,2018-2027,jayco,precept,31UL,waterHeaterGal,
,2018-2027,jayco,precept,31UL,cargoLbs,
,2018-2027,jayco,precept,31UL,garageLengthFt,
,2018-2027,jayco,precept,31UL,garageWidthFt,
,2018-2027,jayco,precept,31UL,garageHeightIn,
,2018-2027,jayco,precept,31UL,garageCapacityLbs,
,2018-2027,jayco,precept,31UL,rampPatioLbs,
,2018-2027,jayco,precept,31UL,fuelStationGal,
,2018-2027,jayco,precept,31UL,axles,
,2018-2027,jayco,precept,31UL,tireSize,
,2018-2027,jayco,precept,31UL,slideouts,
,2022-2027,jayco,precept,34B,uvwLbs,
,2022-2027,jayco,precept,34B,length,
,2022-2027,jayco,precept,34B,exteriorHeightIn,
,2022-2027,jayco,precept,34B,exteriorWidthIn,
,2022-2027,jayco,precept,34B,interiorHeightIn,
,2022-2027,jayco,precept,34B,sleeps,
,2022-2027,jayco,precept,34B,dryWeightLbs,
,2022-2027,jayco,precept,34B,hitchLbs,
,2022-2027,jayco,precept,34B,fuelCapacityGal,
,2022-2027,jayco,precept,34B,freshWater,
,2022-2027,jayco,precept,34B,grayWater,
,2022-2027,jayco,precept,34B,blackWater,
,2022-2027,jayco,precept,34B,propaneLbs,
,2022-2027,jayco,precept,34B,propaneGal,
,2022-2027,jayco,precept,34B,waterHeaterGal,
,2022-2027,jayco,precept,34B,cargoLbs,
,2022-2027,jayco,precept,34B,garageLengthFt,
,2022-2027,jayco,precept,34B,garageWidthFt,
,2022-2027,jayco,precept,34B,garageHeightIn,
,2022-2027,jayco,precept,34B,garageCapacityLbs,
,2022-2027,jayco,precept,34B,rampPatioLbs,
,2022-2027,jayco,precept,34B,fuelStationGal,
,2022-2027,jayco,precept,34B,axles,
,2022-2027,jayco,precept,34B,tireSize,
,2022-2027,jayco,precept,34B,slideouts,
,2022-2027,jayco,precept,34G,uvwLbs,
,2022-2027,jayco,precept,34G,length,
,2022-2027,jayco,precept,34G,exteriorHeightIn,
,2022-2027,jayco,precept,34G,exteriorWidthIn,
,2022-2027,jayco,precept,34G,interiorHeightIn,
,2022-2027,jayco,precept,34G,sleeps,
,2022-2027,jayco,precept,34G,dryWeightLbs,
,2022-2027,jayco,precept,34G,hitchLbs,
,2022-2027,jayco,precept,34G,fuelCapacityGal,
,2022-2027,jayco,precept,34G,freshWater,
,2022-2027,jayco,precept,34G,grayWater,
,2022-2027,jayco,precept,34G,blackWater,
,2022-2027,jayco,precept,34G,propaneLbs,
,2022-2027,jayco,precept,34G,propaneGal,
,2022-2027,jayco,precept,34G,waterHeaterGal,
,2022-2027,jayco,precept,34G,cargoLbs,
,2022-2027,jayco,precept,34G,garageLengthFt,
,2022-2027,jayco,precept,34G,garageWidthFt,
,2022-2027,jayco,precept,34G,garageHeightIn,
,2022-2027,jayco,precept,34G,garageCapacityLbs,
,2022-2027,jayco,precept,34G,rampPatioLbs,
,2022-2027,jayco,precept,34G,fuelStationGal,
,2022-2027,jayco,precept,34G,axles,
,2022-2027,jayco,precept,34G,tireSize,
,2022-2027,jayco,precept,34G,slideouts,
,2019-2027,jayco,precept,36A,uvwLbs,
,2019-2027,jayco,precept,36A,length,
,2019-2027,jayco,precept,36A,exteriorHeightIn,
,2019-2027,jayco,precept,36A,exteriorWidthIn,
,2019-2027,jayco,precept,36A,interiorHeightIn,
,2019-2027,jayco,precept,36A,sleeps,
,2019-2027,jayco,precept,36A,dryWeightLbs,
,2019-2027,jayco,precept,36A,hitchLbs,
,2019-2027,jayco,precept,36A,fuelCapacityGal,
,2019-2027,jayco,precept,36A,freshWater,
,2019-2027,jayco,precept,36A,grayWater,
,2019-2027,jayco,precept,36A,blackWater,
,2019-2027,jayco,precept,36A,propaneLbs,
,2019-2027,jayco,precept,36A,propaneGal,
,2019-2027,jayco,precept,36A,waterHeaterGal,
,2019-2027,jayco,precept,36A,cargoLbs,
,2019-2027,jayco,precept,36A,garageLengthFt,
,2019-2027,jayco,precept,36A,garageWidthFt,
,2019-2027,jayco,precept,36A,garageHeightIn,
,2019-2027,jayco,precept,36A,garageCapacityLbs,
,2019-2027,jayco,precept,36A,rampPatioLbs,
,2019-2027,jayco,precept,36A,fuelStationGal,
,2019-2027,jayco,precept,36A,axles,
