year,yearRange,make,model,floorplan,field,currentValue
,2020-2026,airstream,bambi,16RB,sleeps,
,2020-2026,airstream,bambi,16RB,dryWeightLbs,
,2020-2026,airstream,bambi,16RB,fuelCapacityGal,
,2020-2026,airstream,bambi,16RB,propaneGal,
,2020-2026,airstream,bambi,16RB,waterHeaterGal,
,2020-2026,airstream,bambi,16RB,cargoLbs,
,2020-2026,airstream,bambi,16RB,garageLengthFt,
,2020-2026,airstream,bambi,16RB,garageWidthFt,
,2020-2026,airstream,bambi,16RB,garageHeightIn,
,2020-2026,airstream,bambi,16RB,garageCapacityLbs,
,2020-2026,airstream,bambi,16RB,rampPatioLbs,
,2020-2026,airstream,bambi,16RB,fuelStationGal,
,2020-2026,airstream,bambi,16RB,axles,
,2020-2026,airstream,bambi,16RB,tireSize,
,2020-2026,airstream,bambi,16RB,slideouts,
2027,,airstream,bambi,16RB,uvwLbs,
2027,,airstream,bambi,16RB,length,
2027,,airstream,bambi,16RB,exteriorHeightIn,
2027,,airstream,bambi,16RB,exteriorWidthIn,
2027,,airstream,bambi,16RB,interiorHeightIn,
2027,,airstream,bambi,16RB,sleeps,
2027,,airstream,bambi,16RB,dryWeightLbs,
2027,,airstream,bambi,16RB,hitchLbs,
2027,,airstream,bambi,16RB,fuelCapacityGal,
2027,,airstream,bambi,16RB,freshWater,
2027,,airstream,bambi,16RB,grayWater,
2027,,airstream,bambi,16RB,blackWater,
2027,,airstream,bambi,16RB,propaneLbs,
2027,,airstream,bambi,16RB,propaneGal,
2027,,airstream,bambi,16RB,waterHeaterGal,
2027,,airstream,bambi,16RB,cargoLbs,
2027,,airstream,bambi,16RB,garageLengthFt,
2027,,airstream,bambi,16RB,garageWidthFt,
2027,,airstream,bambi,16RB,garageHeightIn,
2027,,airstream,bambi,16RB,garageCapacityLbs,
2027,,airstream,bambi,16RB,rampPatioLbs,
2027,,airstream,bambi,16RB,fuelStationGal,
2027,,airstream,bambi,16RB,axles,
2027,,airstream,bambi,16RB,tireSize,
2027,,airstream,bambi,16RB,slideouts,
2027,,airstream,bambi,20FB,uvwLbs,
2027,,airstream,bambi,20FB,length,
2027,,airstream,bambi,20FB,exteriorHeightIn,
2027,,airstream,bambi,20FB,exteriorWidthIn,
2027,,airstream,bambi,20FB,interiorHeightIn,
2027,,airstream,bambi,20FB,sleeps,
2027,,airstream,bambi,20FB,dryWeightLbs,
2027,,airstream,bambi,20FB,hitchLbs,
2027,,airstream,bambi,20FB,fuelCapacityGal,
2027,,airstream,bambi,20FB,freshWater,
2027,,airstream,bambi,20FB,grayWater,
2027,,airstream,bambi,20FB,blackWater,
2027,,airstream,bambi,20FB,propaneLbs,
2027,,airstream,bambi,20FB,propaneGal,
2027,,airstream,bambi,20FB,waterHeaterGal,
2027,,airstream,bambi,20FB,cargoLbs,
2027,,airstream,bambi,20FB,garageLengthFt,
2027,,airstream,bambi,20FB,garageWidthFt,
2027,,airstream,bambi,20FB,garageHeightIn,
2027,,airstream,bambi,20FB,garageCapacityLbs,
2027,,airstream,bambi,20FB,rampPatioLbs,
2027,,airstream,bambi,20FB,fuelStationGal,
2027,,airstream,bambi,20FB,axles,
2027,,airstream,bambi,20FB,tireSize,
2027,,airstream,bambi,20FB,slideouts,
,2020-2026,airstream,bambi,22FB,sleeps,
,2020-2026,airstream,bambi,22FB,dryWeightLbs,
,2020-2026,airstream,bambi,22FB,fuelCapacityGal,
,2020-2026,airstream,bambi,22FB,propaneGal,
,2020-2026,airstream,bambi,22FB,waterHeaterGal,
,2020-2026,airstream,bambi,22FB,cargoLbs,
,2020-2026,airstream,bambi,22FB,garageLengthFt,
,2020-2026,airstream,bambi,22FB,garageWidthFt,
,2020-2026,airstream,bambi,22FB,garageHeightIn,
,2020-2026,airstream,bambi,22FB,garageCapacityLbs,
,2020-2026,airstream,bambi,22FB,rampPatioLbs,
,2020-2026,airstream,bambi,22FB,fuelStationGal,
,2020-2026,airstream,bambi,22FB,axles,
,2020-2026,airstream,bambi,22FB,tireSize,
,2020-2026,airstream,bambi,22FB,slideouts,
2027,,airstream,bambi,22FB,uvwLbs,
2027,,airstream,bambi,22FB,length,
2027,,airstream,bambi,22FB,exteriorHeightIn,
2027,,airstream,bambi,22FB,exteriorWidthIn,
2027,,airstream,bambi,22FB,interiorHeightIn,
2027,,airstream,bambi,22FB,sleeps,
2027,,airstream,bambi,22FB,dryWeightLbs,
2027,,airstream,bambi,22FB,hitchLbs,
2027,,airstream,bambi,22FB,fuelCapacityGal,
2027,,airstream,bambi,22FB,freshWater,
2027,,airstream,bambi,22FB,grayWater,
2027,,airstream,bambi,22FB,blackWater,
2027,,airstream,bambi,22FB,propaneLbs,
2027,,airstream,bambi,22FB,propaneGal,
2027,,airstream,bambi,22FB,waterHeaterGal,
2027,,airstream,bambi,22FB,cargoLbs,
2027,,airstream,bambi,22FB,garageLengthFt,
2027,,airstream,bambi,22FB,garageWidthFt,
2027,,airstream,bambi,22FB,garageHeightIn,
2027,,airstream,bambi,22FB,garageCapacityLbs,
2027,,airstream,bambi,22FB,rampPatioLbs,
2027,,airstream,bambi,22FB,fuelStationGal,
2027,,airstream,bambi,22FB,axles,
2027,,airstream,bambi,22FB,tireSize,
2027,,airstream,bambi,22FB,slideouts,
2027,,airstream,basecamp,20X,uvwLbs,
2027,,airstream,basecamp,20X,length,
2027,,airstream,basecamp,20X,exteriorHeightIn,
2027,,airstream,basecamp,20X,exteriorWidthIn,
2027,,airstream,basecamp,20X,interiorHeightIn,
2027,,airstream,basecamp,20X,sleeps,
2027,,airstream,basecamp,20X,dryWeightLbs,
2027,,airstream,basecamp,20X,hitchLbs,
2027,,airstream,basecamp,20X,fuelCapacityGal,
2027,,airstream,basecamp,20X,freshWater,
2027,,airstream,basecamp,20X,grayWater,
2027,,airstream,basecamp,20X,blackWater,
2027,,airstream,basecamp,20X,propaneLbs,
2027,,airstream,basecamp,20X,propaneGal,
2027,,airstream,basecamp,20X,waterHeaterGal,
2027,,airstream,basecamp,20X,cargoLbs,
2027,,airstream,basecamp,20X,garageLengthFt,
2027,,airstream,basecamp,20X,garageWidthFt,
2027,,airstream,basecamp,20X,garageHeightIn,
2027,,airstream,basecamp,20X,garageCapacityLbs,
2027,,airstream,basecamp,20X,rampPatioLbs,
2027,,airstream,basecamp,20X,fuelStationGal,
2027,,airstream,basecamp,20X,axles,
2027,,airstream,basecamp,20X,tireSize,
2027,,airstream,basecamp,20X,slideouts,
2027,,airstream,caravel,16RB,uvwLbs,
2027,,airstream,caravel,16RB,length,
2027,,airstream,caravel,16RB,exteriorHeightIn,
2027,,airstream,caravel,16RB,exteriorWidthIn,
2027,,airstream,caravel,16RB,interiorHeightIn,
2027,,airstream,caravel,16RB,sleeps,
2027,,airstream,caravel,16RB,dryWeightLbs,
2027,,airstream,caravel,16RB,hitchLbs,
2027,,airstream,caravel,16RB,fuelCapacityGal,
2027,,airstream,caravel,16RB,freshWater,
2027,,airstream,caravel,16RB,grayWater,
2027,,airstream,caravel,16RB,blackWater,
2027,,airstream,caravel,16RB,propaneLbs,
2027,,airstream,caravel,16RB,propaneGal,
2027,,airstream,caravel,16RB,waterHeaterGal,
2027,,airstream,caravel,16RB,cargoLbs,
2027,,airstream,caravel,16RB,garageLengthFt,
2027,,airstream,caravel,16RB,garageWidthFt,
2027,,airstream,caravel,16RB,garageHeightIn,
2027,,airstream,caravel,16RB,garageCapacityLbs,
2027,,airstream,caravel,16RB,rampPatioLbs,
2027,,airstream,caravel,16RB,fuelStationGal,
2027,,airstream,caravel,16RB,axles,
2027,,airstream,caravel,16RB,tireSize,
2027,,airstream,caravel,16RB,slideouts,
2027,,airstream,caravel,20FB,uvwLbs,
2027,,airstream,caravel,20FB,length,
2027,,airstream,caravel,20FB,exteriorHeightIn,
2027,,airstream,caravel,20FB,exteriorWidthIn,
2027,,airstream,caravel,20FB,interiorHeightIn,
2027,,airstream,caravel,20FB,sleeps,
2027,,airstream,caravel,20FB,dryWeightLbs,
2027,,airstream,caravel,20FB,hitchLbs,
2027,,airstream,caravel,20FB,fuelCapacityGal,
2027,,airstream,caravel,20FB,freshWater,
2027,,airstream,caravel,20FB,grayWater,
2027,,airstream,caravel,20FB,blackWater,
2027,,airstream,caravel,20FB,propaneLbs,
2027,,airstream,caravel,20FB,propaneGal,
2027,,airstream,caravel,20FB,waterHeaterGal,
2027,,airstream,caravel,20FB,cargoLbs,
2027,,airstream,caravel,20FB,garageLengthFt,
2027,,airstream,caravel,20FB,garageWidthFt,
2027,,airstream,caravel,20FB,garageHeightIn,
2027,,airstream,caravel,20FB,garageCapacityLbs,
2027,,airstream,caravel,20FB,rampPatioLbs,
2027,,airstream,caravel,20FB,fuelStationGal,
2027,,airstream,caravel,20FB,axles,
2027,,airstream,caravel,20FB,tireSize,
2027,,airstream,caravel,20FB,slideouts,
2027,,airstream,caravel,22FB,uvwLbs,
2027,,airstream,caravel,22FB,length,
2027,,airstream,caravel,22FB,exteriorHeightIn,
2027,,airstream,caravel,22FB,exteriorWidthIn,
2027,,airstream,caravel,22FB,interiorHeightIn,
2027,,airstream,caravel,22FB,sleeps,
2027,,airstream,caravel,22FB,dryWeightLbs,
2027,,airstream,caravel,22FB,hitchLbs,
2027,,airstream,caravel,22FB,fuelCapacityGal,
2027,,airstream,caravel,22FB,freshWater,
2027,,airstream,caravel,22FB,grayWater,
2027,,airstream,caravel,22FB,blackWater,
2027,,airstream,caravel,22FB,propaneLbs,
2027,,airstream,caravel,22FB,propaneGal,
2027,,airstream,caravel,22FB,waterHeaterGal,
2027,,airstream,caravel,22FB,cargoLbs,
2027,,airstream,caravel,22FB,garageLengthFt,
2027,,airstream,caravel,22FB,garageWidthFt,
2027,,airstream,caravel,22FB,garageHeightIn,
2027,,airstream,caravel,22FB,garageCapacityLbs,
2027,,airstream,caravel,22FB,rampPatioLbs,
2027,,airstream,caravel,22FB,fuelStationGal,
2027,,airstream,caravel,22FB,axles,
2027,,airstream,caravel,22FB,tireSize,
2027,,airstream,caravel,22FB,slideouts,
2027,,airstream,classic,28RB,uvwLbs,
2027,,airstream,classic,28RB,length,
2027,,airstream,classic,28RB,exteriorHeightIn,
2027,,airstream,classic,28RB,exteriorWidthIn,
2027,,airstream,classic,28RB,interiorHeightIn,
2027,,airstream,classic,28RB,sleeps,
2027,,airstream,classic,28RB,dryWeightLbs,
2027,,airstream,classic,28RB,hitchLbs,
2027,,airstream,classic,28RB,fuelCapacityGal,
2027,,airstream,classic,28RB,freshWater,
2027,,airstream,classic,28RB,grayWater,
2027,,airstream,classic,28RB,blackWater,
2027,,airstream,classic,28RB,propaneLbs,
2027,,airstream,classic,28RB,propaneGal,
2027,,airstream,classic,28RB,waterHeaterGal,
2027,,airstream,classic,28RB,cargoLbs,
2027,,airstream,classic,28RB,garageLengthFt,
2027,,airstream,classic,28RB,garageWidthFt,
2027,,airstream,classic,28RB,garageHeightIn,
2027,,airstream,classic,28RB,garageCapacityLbs,
2027,,airstream,classic,28RB,rampPatioLbs,
2027,,airstream,classic,28RB,fuelStationGal,
2027,,airstream,classic,28RB,axles,
2027,,airstream,classic,28RB,tireSize,
2027,,airstream,classic,28RB,slideouts,
2027,,airstream,classic,30RB,uvwLbs,
2027,,airstream,classic,30RB,length,
2027,,airstream,classic,30RB,exteriorHeightIn,
2027,,airstream,classic,30RB,exteriorWidthIn,
2027,,airstream,classic,30RB,interiorHeightIn,
2027,,airstream,classic,30RB,sleeps,
2027,,airstream,classic,30RB,dryWeightLbs,
2027,,airstream,classic,30RB,hitchLbs,
2027,,airstream,classic,30RB,fuelCapacityGal,
2027,,airstream,classic,30RB,freshWater,
2027,,airstream,classic,30RB,grayWater,
2027,,airstream,classic,30RB,blackWater,
2027,,airstream,classic,30RB,propaneLbs,
2027,,airstream,classic,30RB,propaneGal,
2027,,airstream,classic,30RB,waterHeaterGal,
2027,,airstream,classic,30RB,cargoLbs,
2027,,airstream,classic,30RB,garageLengthFt,
2027,,airstream,classic,30RB,garageWidthFt,
2027,,airstream,classic,30RB,garageHeightIn,
2027,,airstream,classic,30RB,garageCapacityLbs,
2027,,airstream,classic,30RB,rampPatioLbs,
2027,,airstream,classic,30RB,fuelStationGal,
2027,,airstream,classic,30RB,axles,
2027,,airstream,classic,30RB,tireSize,
2027,,airstream,classic,30RB,slideouts,
2027,,airstream,classic,33FB,uvwLbs,
2027,,airstream,classic,33FB,length,
2027,,airstream,classic,33FB,exteriorHeightIn,
2027,,airstream,classic,33FB,exteriorWidthIn,
2027,,airstream,classic,33FB,interiorHeightIn,
2027,,airstream,classic,33FB,sleeps,
2027,,airstream,classic,33FB,dryWeightLbs,
2027,,airstream,classic,33FB,hitchLbs,
2027,,airstream,classic,33FB,fuelCapacityGal,
2027,,airstream,classic,33FB,freshWater,
2027,,airstream,classic,33FB,grayWater,
2027,,airstream,classic,33FB,blackWater,
2027,,airstream,classic,33FB,propaneLbs,
2027,,airstream,classic,33FB,propaneGal,
2027,,airstream,classic,33FB,waterHeaterGal,
2027,,airstream,classic,33FB,cargoLbs,
2027,,airstream,classic,33FB,garageLengthFt,
2027,,airstream,classic,33FB,garageWidthFt,
2027,,airstream,classic,33FB,garageHeightIn,
2027,,airstream,classic,33FB,garageCapacityLbs,
2027,,airstream,classic,33FB,rampPatioLbs,
2027,,airstream,classic,33FB,fuelStationGal,
2027,,airstream,classic,33FB,axles,
2027,,airstream,classic,33FB,tireSize,
2027,,airstream,classic,33FB,slideouts,
2027,,airstream,flying cloud,23FB,uvwLbs,
2027,,airstream,flying cloud,23FB,length,
2027,,airstream,flying cloud,23FB,exteriorHeightIn,
2027,,airstream,flying cloud,23FB,exteriorWidthIn,
2027,,airstream,flying cloud,23FB,interiorHeightIn,
2027,,airstream,flying cloud,23FB,sleeps,
2027,,airstream,flying cloud,23FB,dryWeightLbs,
2027,,airstream,flying cloud,23FB,hitchLbs,
2027,,airstream,flying cloud,23FB,fuelCapacityGal,
2027,,airstream,flying cloud,23FB,freshWater,
2027,,airstream,flying cloud,23FB,grayWater,
2027,,airstream,flying cloud,23FB,blackWater,
2027,,airstream,flying cloud,23FB,propaneLbs,
2027,,airstream,flying cloud,23FB,propaneGal,
2027,,airstream,flying cloud,23FB,waterHeaterGal,
2027,,airstream,flying cloud,23FB,cargoLbs,
2027,,airstream,flying cloud,23FB,garageLengthFt,
2027,,airstream,flying cloud,23FB,garageWidthFt,
2027,,airstream,flying cloud,23FB,garageHeightIn,
2027,,airstream,flying cloud,23FB,garageCapacityLbs,
2027,,airstream,flying cloud,23FB,rampPatioLbs,
2027,,airstream,flying cloud,23FB,fuelStationGal,
2027,,airstream,flying cloud,23FB,axles,
2027,,airstream,flying cloud,23FB,tireSize,
2027,,airstream,flying cloud,23FB,slideouts,
,2020-2026,airstream,flying cloud,25FB,sleeps,
,2020-2026,airstream,flying cloud,25FB,dryWeightLbs,
,2020-2026,airstream,flying cloud,25FB,fuelCapacityGal,
,2020-2026,airstream,flying cloud,25FB,propaneGal,
,2020-2026,airstream,flying cloud,25FB,waterHeaterGal,
,2020-2026,airstream,flying cloud,25FB,cargoLbs,
,2020-2026,airstream,flying cloud,25FB,garageLengthFt,
,2020-2026,airstream,flying cloud,25FB,garageWidthFt,
,2020-2026,airstream,flying cloud,25FB,garageHeightIn,
,2020-2026,airstream,flying cloud,25FB,garageCapacityLbs,
,2020-2026,airstream,flying cloud,25FB,rampPatioLbs,
,2020-2026,airstream,flying cloud,25FB,fuelStationGal,
,2020-2026,airstream,flying cloud,25FB,axles,
,2020-2026,airstream,flying cloud,25FB,tireSize,
,2020-2026,airstream,flying cloud,25FB,slideouts,
2027,,airstream,flying cloud,25FB,uvwLbs,
2027,,airstream,flying cloud,25FB,length,
2027,,airstream,flying cloud,25FB,exteriorHeightIn,
2027,,airstream,flying cloud,25FB,exteriorWidthIn,
2027,,airstream,flying cloud,25FB,interiorHeightIn,
2027,,airstream,flying cloud,25FB,sleeps,
2027,,airstream,flying cloud,25FB,dryWeightLbs,
2027,,airstream,flying cloud,25FB,hitchLbs,
2027,,airstream,flying cloud,25FB,fuelCapacityGal,
2027,,airstream,flying cloud,25FB,freshWater,
2027,,airstream,flying cloud,25FB,grayWater,
2027,,airstream,flying cloud,25FB,blackWater,
2027,,airstream,flying cloud,25FB,propaneLbs,
2027,,airstream,flying cloud,25FB,propaneGal,
2027,,airstream,flying cloud,25FB,waterHeaterGal,
2027,,airstream,flying cloud,25FB,cargoLbs,
2027,,airstream,flying cloud,25FB,garageLengthFt,
2027,,airstream,flying cloud,25FB,garageWidthFt,
2027,,airstream,flying cloud,25FB,garageHeightIn,
2027,,airstream,flying cloud,25FB,garageCapacityLbs,
2027,,airstream,flying cloud,25FB,rampPatioLbs,
2027,,airstream,flying cloud,25FB,fuelStationGal,
2027,,airstream,flying cloud,25FB,axles,
2027,,airstream,flying cloud,25FB,tireSize,
2027,,airstream,flying cloud,25FB,slideouts,
2027,,airstream,flying cloud,27FB,uvwLbs,
2027,,airstream,flying cloud,27FB,length,
2027,,airstream,flying cloud,27FB,exteriorHeightIn,
2027,,airstream,flying cloud,27FB,exteriorWidthIn,
2027,,airstream,flying cloud,27FB,interiorHeightIn,
2027,,airstream,flying cloud,27FB,sleeps,
2027,,airstream,flying cloud,27FB,dryWeightLbs,
2027,,airstream,flying cloud,27FB,hitchLbs,
2027,,airstream,flying cloud,27FB,fuelCapacityGal,
2027,,airstream,flying cloud,27FB,freshWater,
2027,,airstream,flying cloud,27FB,grayWater,
2027,,airstream,flying cloud,27FB,blackWater,
2027,,airstream,flying cloud,27FB,propaneLbs,
2027,,airstream,flying cloud,27FB,propaneGal,
2027,,airstream,flying cloud,27FB,waterHeaterGal,
2027,,airstream,flying cloud,27FB,cargoLbs,
2027,,airstream,flying cloud,27FB,garageLengthFt,
2027,,airstream,flying cloud,27FB,garageWidthFt,
2027,,airstream,flying cloud,27FB,garageHeightIn,
2027,,airstream,flying cloud,27FB,garageCapacityLbs,
2027,,airstream,flying cloud,27FB,rampPatioLbs,
2027,,airstream,flying cloud,27FB,fuelStationGal,
2027,,airstream,flying cloud,27FB,axles,
2027,,airstream,flying cloud,27FB,tireSize,
2027,,airstream,flying cloud,27FB,slideouts,
2027,,airstream,flying cloud,28RB,uvwLbs,
2027,,airstream,flying cloud,28RB,length,
2027,,airstream,flying cloud,28RB,exteriorHeightIn,
2027,,airstream,flying cloud,28RB,exteriorWidthIn,
2027,,airstream,flying cloud,28RB,interiorHeightIn,
2027,,airstream,flying cloud,28RB,sleeps,
2027,,airstream,flying cloud,28RB,dryWeightLbs,
2027,,airstream,flying cloud,28RB,hitchLbs,
2027,,airstream,flying cloud,28RB,fuelCapacityGal,
2027,,airstream,flying cloud,28RB,freshWater,
2027,,airstream,flying cloud,28RB,grayWater,
2027,,airstream,flying cloud,28RB,blackWater,
2027,,airstream,flying cloud,28RB,propaneLbs,
2027,,airstream,flying cloud,28RB,propaneGal,
2027,,airstream,flying cloud,28RB,waterHeaterGal,
2027,,airstream,flying cloud,28RB,cargoLbs,
2027,,airstream,flying cloud,28RB,garageLengthFt,
2027,,airstream,flying cloud,28RB,garageWidthFt,
2027,,airstream,flying cloud,28RB,garageHeightIn,
2027,,airstream,flying cloud,28RB,garageCapacityLbs,
2027,,airstream,flying cloud,28RB,rampPatioLbs,
2027,,airstream,flying cloud,28RB,fuelStationGal,
2027,,airstream,flying cloud,28RB,axles,
2027,,airstream,flying cloud,28RB,tireSize,
2027,,airstream,flying cloud,28RB,slideouts,
2027,,airstream,flying cloud,30FB Bunk,uvwLbs,
2027,,airstream,flying cloud,30FB Bunk,length,
2027,,airstream,flying cloud,30FB Bunk,exteriorHeightIn,
2027,,airstream,flying cloud,30FB Bunk,exteriorWidthIn,
2027,,airstream,flying cloud,30FB Bunk,interiorHeightIn,
2027,,airstream,flying cloud,30FB Bunk,sleeps,
2027,,airstream,flying cloud,30FB Bunk,dryWeightLbs,
2027,,airstream,flying cloud,30FB Bunk,hitchLbs,
2027,,airstream,flying cloud,30FB Bunk,fuelCapacityGal,
2027,,airstream,flying cloud,30FB Bunk,freshWater,
2027,,airstream,flying cloud,30FB Bunk,grayWater,
2027,,airstream,flying cloud,30FB Bunk,blackWater,
2027,,airstream,flying cloud,30FB Bunk,propaneLbs,
2027,,airstream,flying cloud,30FB Bunk,propaneGal,
2027,,airstream,flying cloud,30FB Bunk,waterHeaterGal,
2027,,airstream,flying cloud,30FB Bunk,cargoLbs,
2027,,airstream,flying cloud,30FB Bunk,garageLengthFt,
2027,,airstream,flying cloud,30FB Bunk,garageWidthFt,
2027,,airstream,flying cloud,30FB Bunk,garageHeightIn,
2027,,airstream,flying cloud,30FB Bunk,garageCapacityLbs,
2027,,airstream,flying cloud,30FB Bunk,rampPatioLbs,
2027,,airstream,flying cloud,30FB Bunk,fuelStationGal,
2027,,airstream,flying cloud,30FB Bunk,axles,
2027,,airstream,flying cloud,30FB Bunk,tireSize,
2027,,airstream,flying cloud,30FB Bunk,slideouts,
2027,,airstream,globetrotter,25FB,uvwLbs,
2027,,airstream,globetrotter,25FB,length,
2027,,airstream,globetrotter,25FB,exteriorHeightIn,
2027,,airstream,globetrotter,25FB,exteriorWidthIn,
2027,,airstream,globetrotter,25FB,interiorHeightIn,
2027,,airstream,globetrotter,25FB,sleeps,
2027,,airstream,globetrotter,25FB,dryWeightLbs,
2027,,airstream,globetrotter,25FB,hitchLbs,
2027,,airstream,globetrotter,25FB,fuelCapacityGal,
2027,,airstream,globetrotter,25FB,freshWater,
2027,,airstream,globetrotter,25FB,grayWater,
2027,,airstream,globetrotter,25FB,blackWater,
2027,,airstream,globetrotter,25FB,propaneLbs,
2027,,airstream,globetrotter,25FB,propaneGal,
2027,,airstream,globetrotter,25FB,waterHeaterGal,
2027,,airstream,globetrotter,25FB,cargoLbs,
2027,,airstream,globetrotter,25FB,garageLengthFt,
2027,,airstream,globetrotter,25FB,garageWidthFt,
2027,,airstream,globetrotter,25FB,garageHeightIn,
2027,,airstream,globetrotter,25FB,garageCapacityLbs,
2027,,airstream,globetrotter,25FB,rampPatioLbs,
2027,,airstream,globetrotter,25FB,fuelStationGal,
2027,,airstream,globetrotter,25FB,axles,
2027,,airstream,globetrotter,25FB,tireSize,
2027,,airstream,globetrotter,25FB,slideouts,
2027,,airstream,globetrotter,27FB,uvwLbs,
2027,,airstream,globetrotter,27FB,length,
2027,,airstream,globetrotter,27FB,exteriorHeightIn,
2027,,airstream,globetrotter,27FB,exteriorWidthIn,
2027,,airstream,globetrotter,27FB,interiorHeightIn,
2027,,airstream,globetrotter,27FB,sleeps,
2027,,airstream,globetrotter,27FB,dryWeightLbs,
2027,,airstream,globetrotter,27FB,hitchLbs,
2027,,airstream,globetrotter,27FB,fuelCapacityGal,
2027,,airstream,globetrotter,27FB,freshWater,
2027,,airstream,globetrotter,27FB,grayWater,
2027,,airstream,globetrotter,27FB,blackWater,
2027,,airstream,globetrotter,27FB,propaneLbs,
2027,,airstream,globetrotter,27FB,propaneGal,
2027,,airstream,globetrotter,27FB,waterHeaterGal,
2027,,airstream,globetrotter,27FB,cargoLbs,
2027,,airstream,globetrotter,27FB,garageLengthFt,
2027,,airstream,globetrotter,27FB,garageWidthFt,
2027,,airstream,globetrotter,27FB,garageHeightIn,
2027,,airstream,globetrotter,27FB,garageCapacityLbs,
2027,,airstream,globetrotter,27FB,rampPatioLbs,
2027,,airstream,globetrotter,27FB,fuelStationGal,
2027,,airstream,globetrotter,27FB,axles,
2027,,airstream,globetrotter,27FB,tireSize,
2027,,airstream,globetrotter,27FB,slideouts,
2027,,airstream,globetrotter,30RB,uvwLbs,
2027,,airstream,globetrotter,30RB,length,
2027,,airstream,globetrotter,30RB,exteriorHeightIn,
2027,,airstream,globetrotter,30RB,exteriorWidthIn,
2027,,airstream,globetrotter,30RB,interiorHeightIn,
2027,,airstream,globetrotter,30RB,sleeps,
2027,,airstream,globetrotter,30RB,dryWeightLbs,
2027,,airstream,globetrotter,30RB,hitchLbs,
2027,,airstream,globetrotter,30RB,fuelCapacityGal,
2027,,airstream,globetrotter,30RB,freshWater,
2027,,airstream,globetrotter,30RB,grayWater,
2027,,airstream,globetrotter,30RB,blackWater,
2027,,airstream,globetrotter,30RB,propaneLbs,
2027,,airstream,globetrotter,30RB,propaneGal,
2027,,airstream,globetrotter,30RB,waterHeaterGal,
2027,,airstream,globetrotter,30RB,cargoLbs,
2027,,airstream,globetrotter,30RB,garageLengthFt,
2027,,airstream,globetrotter,30RB,garageWidthFt,
2027,,airstream,globetrotter,30RB,garageHeightIn,
2027,,airstream,globetrotter,30RB,garageCapacityLbs,
2027,,airstream,globetrotter,30RB,rampPatioLbs,
2027,,airstream,globetrotter,30RB,fuelStationGal,
2027,,airstream,globetrotter,30RB,axles,
2027,,airstream,globetrotter,30RB,tireSize,
2027,,airstream,globetrotter,30RB,slideouts,
2027,,airstream,international,23FB,uvwLbs,
2027,,airstream,international,23FB,length,
2027,,airstream,international,23FB,exteriorHeightIn,
2027,,airstream,international,23FB,exteriorWidthIn,
2027,,airstream,international,23FB,interiorHeightIn,
2027,,airstream,international,23FB,sleeps,
2027,,airstream,international,23FB,dryWeightLbs,
2027,,airstream,international,23FB,hitchLbs,
2027,,airstream,international,23FB,fuelCapacityGal,
2027,,airstream,international,23FB,freshWater,
2027,,airstream,international,23FB,grayWater,
2027,,airstream,international,23FB,blackWater,
2027,,airstream,international,23FB,propaneLbs,
2027,,airstream,international,23FB,propaneGal,
2027,,airstream,international,23FB,waterHeaterGal,
2027,,airstream,international,23FB,cargoLbs,
2027,,airstream,international,23FB,garageLengthFt,
2027,,airstream,international,23FB,garageWidthFt,
2027,,airstream,international,23FB,garageHeightIn,
2027,,airstream,international,23FB,garageCapacityLbs,
2027,,airstream,international,23FB,rampPatioLbs,
2027,,airstream,international,23FB,fuelStationGal,
2027,,airstream,international,23FB,axles,
2027,,airstream,international,23FB,tireSize,
2027,,airstream,international,23FB,slideouts,
2027,,airstream,international,25FB,uvwLbs,
2027,,airstream,international,25FB,length,
2027,,airstream,international,25FB,exteriorHeightIn,
2027,,airstream,international,25FB,exteriorWidthIn,
2027,,airstream,international,25FB,interiorHeightIn,
2027,,airstream,international,25FB,sleeps,
2027,,airstream,international,25FB,dryWeightLbs,
2027,,airstream,international,25FB,hitchLbs,
2027,,airstream,international,25FB,fuelCapacityGal,
2027,,airstream,international,25FB,freshWater,
2027,,airstream,international,25FB,grayWater,
2027,,airstream,international,25FB,blackWater,
2027,,airstream,international,25FB,propaneLbs,
2027,,airstream,international,25FB,propaneGal,
2027,,airstream,international,25FB,waterHeaterGal,
2027,,airstream,international,25FB,cargoLbs,
2027,,airstream,international,25FB,garageLengthFt,
2027,,airstream,international,25FB,garageWidthFt,
2027,,airstream,international,25FB,garageHeightIn,
2027,,airstream,international,25FB,garageCapacityLbs,
2027,,airstream,international,25FB,rampPatioLbs,
2027,,airstream,international,25FB,fuelStationGal,
2027,,airstream,international,25FB,axles,
2027,,airstream,international,25FB,tireSize,
2027,,airstream,international,25FB,slideouts,
2027,,airstream,international,27FB,uvwLbs,
2027,,airstream,international,27FB,length,
2027,,airstream,international,27FB,exteriorHeightIn,
2027,,airstream,international,27FB,exteriorWidthIn,
2027,,airstream,international,27FB,interiorHeightIn,
2027,,airstream,international,27FB,sleeps,
2027,,airstream,international,27FB,dryWeightLbs,
2027,,airstream,international,27FB,hitchLbs,
2027,,airstream,international,27FB,fuelCapacityGal,
2027,,airstream,international,27FB,freshWater,
2027,,airstream,international,27FB,grayWater,
2027,,airstream,international,27FB,blackWater,
2027,,airstream,international,27FB,propaneLbs,
2027,,airstream,international,27FB,propaneGal,
2027,,airstream,international,27FB,waterHeaterGal,
